URL,Query,Date,Clicks,Impressions,Position
https://www.thermofisher.com/us/en/home.html,thermo fisher,7/11/23,919,2373,9
https://www.thermofisher.com/us/en/home.html,thermo fisher,6/27/23,909,2419,15.45454545
https://www.thermofisher.com/us/en/home.html,thermo fisher,9/13/23,906,2683,23.4
https://www.thermofisher.com/us/en/home.html,thermo fisher,10/6/23,904,2266,2.833333333
https://www.thermofisher.com/us/en/home.html,thermo fisher,7/31/23,899,2801,2.357142857
https://www.thermofisher.com/us/en/home.html,thermo fisher,7/19/23,896,2308,6.692307692
https://www.thermofisher.com/us/en/home.html,thermo fisher,6/29/23,885,2058,10.63636364
https://www.thermofisher.com/us/en/home.html,thermo fisher,7/5/23,875,2360,18.36363636
https://www.thermofisher.com/us/en/home.html,thermo fisher,7/20/23,859,2179,5.9
https://www.thermofisher.com/us/en/home.html,thermo fisher,8/10/23,852,2267,3.4
https://www.thermofisher.com/us/en/home.html,thermo fisher,8/2/23,840,2900,9.571428571
https://www.thermofisher.com/us/en/home.html,thermo fisher,8/7/23,827,2507,8.777777778
https://www.thermofisher.com/allergy/jp/ja/allergy-causes/food-allergies/meat-allergy.html,肉アレルギー 原因,9/5/23,814,2463,0
https://www.thermofisher.com/us/en/home.html,thermo fisher,8/11/23,809,2120,1.375
https://www.thermofisher.com/us/en/home.html,thermo fisher,7/17/23,807,2133,5.111111111
https://www.thermofisher.com/us/en/home.html,thermo fisher,6/22/23,800,2029,5
https://www.thermofisher.com/us/en/home.html,thermo fisher,7/27/23,797,2104,6.571428571
https://www.thermofisher.com/us/en/home.html,thermo fisher,8/3/23,793,2647,13.25
https://www.thermofisher.com/us/en/home.html,thermo fisher,6/20/23,790,2030,10
https://www.thermofisher.com/us/en/home.html,thermo fisher,6/28/23,789,2047,4.1
https://www.thermofisher.com/us/en/home.html,thermo fisher,9/29/23,777,1941,2.833333333
https://www.thermofisher.com/us/en/home.html,thermo fisher,8/18/23,770,2023,14
https://www.thermofisher.com/us/en/home.html,thermo fisher,8/25/23,767,1998,3
https://www.thermofisher.com/us/en/home.html,thermofisher,9/25/23,767,1729,0.583333333
https://www.thermofisher.com/us/en/home.html,thermo fisher,7/12/23,766,2168,16.11111111
https://www.thermofisher.com/us/en/home.html,thermo fisher,9/1/23,765,2172,4.4
https://www.thermofisher.com/us/en/home.html,thermo fisher,6/21/23,760,2045,8.777777778
https://www.thermofisher.com/us/en/home.html,thermo fisher,9/15/23,750,2058,9.8
https://www.thermofisher.com/us/en/home.html,thermo fisher,9/8/23,737,2188,15.85714286
https://www.thermofisher.com/us/en/home.html,thermofisher,7/10/23,733,1658,1.076923077
https://www.thermofisher.com/us/en/home.html,thermo fisher,6/26/23,732,1948,1.375
https://www.thermofisher.com/us/en/home.html,thermofisher,9/26/23,729,1699,0.833333333
https://www.thermofisher.com/us/en/home.html,thermofisher,9/19/23,728,1815,0.916666667
https://www.thermofisher.com/us/en/home.html,thermofisher,7/18/23,726,1662,1.083333333
https://www.thermofisher.com/us/en/home.html,thermofisher,7/25/23,723,1663,1.583333333
https://www.thermofisher.com/us/en/home.html,thermofisher,9/27/23,720,1671,1.909090909
https://www.thermofisher.com/us/en/home.html,thermofisher,9/20/23,715,1879,4.333333333
https://www.thermofisher.com/us/en/home.html,thermofisher,6/20/23,705,1587,2
https://www.thermofisher.com/us/en/home.html,thermofisher,7/19/23,702,1603,0.636363636
https://www.thermofisher.com/us/en/home.html,thermofisher,7/26/23,695,1667,1.363636364
https://www.thermofisher.com/us/en/home.html,thermofisher,10/2/23,690,1645,0.846153846
https://www.thermofisher.com/us/en/home.html,thermofisher,10/4/23,690,1556,0.636363636
https://www.thermofisher.com/us/en/home.html,thermofisher,6/27/23,688,1481,1
https://www.thermofisher.com/allergy/us/en/living-with-allergies/food-allergies/10-new-and-surprising-facts-about-alpha-gal-syndrome.html,alpha gal syndrome,7/28/23,687,23144,17737.66667
https://www.thermofisher.com/us/en/home.html,thermofisher,7/6/23,681,1641,1.5
https://www.thermofisher.com/us/en/home.html,thermo fisher,7/13/23,679,1839,3.6
https://www.thermofisher.com/us/en/home.html,thermofisher,7/24/23,679,1609,2.090909091
https://www.thermofisher.com/us/en/home.html,thermofisher,10/3/23,677,1452,0.555555556
https://www.thermofisher.com/us/en/home.html,thermofisher,9/18/23,668,1751,6.166666667
https://www.thermofisher.com/us/en/home.html,thermofisher,7/11/23,657,1490,2.571428571
https://www.thermofisher.com/us/en/home.html,thermo fisher,7/21/23,655,1785,9.166666667
https://www.thermofisher.com/us/en/home.html,thermofisher,7/5/23,653,1505,1.222222222
https://www.thermofisher.com/us/en/home.html,thermofisher,6/21/23,652,1520,1.875
https://www.thermofisher.com/us/en/home.html,thermofisher,6/29/23,647,1425,0.5
https://www.thermofisher.com/us/en/home.html,thermofisher,9/21/23,646,1754,8.833333333
https://www.thermofisher.com/us/en/home.html,thermofisher,9/12/23,644,1703,8
https://www.thermofisher.com/us/en/home.html,thermofisher,10/5/23,643,1628,4.9
https://www.thermofisher.com/us/en/home.html,thermofisher,9/11/23,641,1645,12
https://www.thermofisher.com/us/en/home.html,thermofisher,6/26/23,640,1483,1.555555556
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,8/1/23,639,2988,10.66666667
https://www.thermofisher.com/us/en/home.html,thermofisher,9/5/23,631,1587,0.8
https://www.thermofisher.com/us/en/home.html,thermo fisher,7/7/23,631,1808,2.166666667
https://www.thermofisher.com/us/en/home.html,thermofisher,7/12/23,625,1453,4.3
https://www.thermofisher.com/us/en/home.html,thermofisher,6/22/23,623,1391,0.555555556
https://www.thermofisher.com/us/en/home.html,thermofisher,8/29/23,613,1568,3.555555556
https://www.thermofisher.com/us/en/home.html,thermofisher,8/1/23,607,1666,0.8
https://www.thermofisher.com/us/en/home.html,thermo fisher,6/23/23,605,1500,0.8
https://www.thermofisher.com/us/en/home.html,thermofisher,8/22/23,605,1528,2.181818182
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,8/2/23,596,2562,2.5
https://www.thermofisher.com/us/en/home.html,thermofisher,6/28/23,592,1537,3
https://www.thermofisher.com/us/en/home.html,thermo,7/11/23,587,1381,0.8
https://www.thermofisher.com/us/en/home.html,thermofisher,8/23/23,587,1548,7.222222222
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,10/2/23,582,1637,1.888888889
https://www.thermofisher.com/us/en/home.html,thermofisher,8/21/23,580,1506,3.2
https://www.thermofisher.com/us/en/home.html,thermofisher,8/28/23,579,1427,1.444444444
https://www.thermofisher.com/us/en/home.html,thermofisher,9/28/23,578,1404,0.454545455
https://www.thermofisher.com/us/en/home.html,thermofisher,9/13/23,577,1583,9.25
https://www.thermofisher.com/us/en/home.html,thermofisher,6/23/23,577,1209,0.888888889
https://www.thermofisher.com/us/en/home.html,thermofisher,7/27/23,574,1322,2.777777778
https://www.thermofisher.com/us/en/home.html,thermo fisher,8/4/23,573,1863,0.5
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,7/6/23,572,2074,11.875
https://www.thermofisher.com/us/en/home.html,thermofisher,9/14/23,569,1577,4.461538462
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,10/3/23,565,1511,5.428571429
https://www.thermofisher.com/us/en/home.html,thermofisher,9/7/23,562,1380,1.375
https://www.thermofisher.com/us/en/home.html,thermofisher,7/17/23,559,1419,1.888888889
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,7/18/23,558,1733,4.625
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,9/21/23,555,1801,5.2
https://www.thermofisher.com/us/en/home.html,thermofisher,8/16/23,555,1531,6.8
https://www.thermofisher.com/us/en/home.html,thermo fisher,7/28/23,555,1599,1.8
https://www.thermofisher.com/us/en/home.html,thermofisher,8/14/23,553,1492,2.4
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,7/12/23,552,1769,10
https://www.thermofisher.com/us/en/home.html,thermofisher,7/31/23,551,1534,1.444444444
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,8/3/23,546,2173,12
https://www.thermofisher.com/us/en/home.html,thermofisher,8/8/23,545,1541,7.777777778
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,9/12/23,542,1915,4.444444444
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,7/19/23,541,1693,4.555555556
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,7/5/23,541,1929,15.42857143
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,6/28/23,538,1796,15.2
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,9/25/23,537,1687,3.666666667
https://www.thermofisher.com/us/en/home.html,thermofisher,8/31/23,533,1320,0.777777778
https://www.thermofisher.com/us/en/home.html,thermofisher,9/6/23,533,1488,1.555555556
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,8/15/23,533,1972,9.833333333
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,7/10/23,531,1737,7.571428571
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,10/4/23,528,1550,4.857142857
https://www.thermofisher.com/us/en/home.html,thermofisher,10/6/23,528,1337,18.55555556
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,6/20/23,526,1744,13.2
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,9/7/23,525,1828,2.714285714
https://www.thermofisher.com/us/en/home.html,thermofisher,9/29/23,525,1270,0.4
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,9/19/23,525,1864,3.5
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,10/5/23,525,1608,6.857142857
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,9/18/23,525,1978,3.666666667
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,9/26/23,523,1530,4.166666667
https://www.thermofisher.com/us/en/home.html,thermo,6/26/23,523,1385,1.166666667
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,7/24/23,522,1797,13.5
https://www.thermofisher.com/us/en/home.html,thermofisher,8/24/23,521,1244,1.25
https://www.thermofisher.com/us/en/home.html,thermofisher,8/9/23,521,1369,2.5
https://www.thermofisher.com/us/en/home.html,thermofisher,7/20/23,520,1307,2.636363636
https://www.thermofisher.com/us/en/home.html,thermofisher,8/15/23,518,1361,2.571428571
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,7/26/23,517,2205,182.2
https://www.thermofisher.com/us/en/home.html,thermo fisher,7/14/23,515,1442,2.6
https://www.thermofisher.com/us/en/home.html,thermo,6/20/23,514,1258,0.8
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,7/25/23,514,2004,105.3333333
https://www.thermofisher.com/us/en/home.html,thermo fisher,6/30/23,514,1373,4.166666667
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,8/16/23,512,1855,12.14285714
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,6/21/23,511,1673,5.285714286
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,8/28/23,510,1735,4.444444444
https://www.thermofisher.com/us/en/home.html,thermofisher,9/8/23,508,1261,2.444444444
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,7/17/23,506,1707,13.4
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,7/20/23,506,1646,5.5
https://www.thermofisher.com/us/en/home.html,thermofisher,8/2/23,505,1480,8.75
https://www.thermofisher.com/us/en/home.html,thermo,7/10/23,504,1057,0
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,9/14/23,504,1880,9.333333333
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,8/14/23,504,1895,5.285714286
https://www.thermofisher.com/us/en/home.html,thermofisher,9/22/23,503,1232,7
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,9/11/23,502,1814,5
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,8/8/23,501,1915,11.71428571
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,9/27/23,500,1555,2.166666667
https://www.thermofisher.com/us/en/home.html,thermo,7/5/23,499,1157,0.4
https://www.thermofisher.com/us/en/home.html,thermofisher,8/7/23,499,1498,8.625
https://www.thermofisher.com/us/en/home.html,thermofisher,7/13/23,494,1268,1.5
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,7/27/23,493,1697,13.33333333
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,6/27/23,489,1767,12
https://www.thermofisher.com/us/en/home.html,thermo,6/27/23,486,1210,0
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,9/5/23,485,1846,16
https://www.thermofisher.com/us/en/home.html,thermofisher,9/15/23,483,1267,2.555555556
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,8/9/23,480,1644,5.4
https://www.thermofisher.com/us/en/home.html,thermo,7/19/23,479,1285,1.5
https://www.thermofisher.com/us/en/home.html,thermo,7/12/23,479,1140,1.25
https://www.thermofisher.com/us/en/home.html,thermofisher,8/30/23,477,1251,2.428571429
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,7/11/23,476,1664,10
https://www.thermofisher.com/us/en/home.html,thermo,7/6/23,474,1174,0.25
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,7/13/23,472,1618,8.2
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,6/29/23,472,1637,9.142857143
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,7/31/23,470,1789,6.428571429
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,8/31/23,468,1548,6
https://www.thermofisher.com/us/en/home.html,thermofisher,8/10/23,468,1126,3
https://www.thermofisher.com/us/en/home.html,thermofisher,8/3/23,467,1435,9.3
https://www.thermofisher.com/us/en/home.html,thermo,7/18/23,466,1288,1.4
https://www.thermofisher.com/us/en/home.html,thermofisher,7/7/23,465,1284,7.375
https://www.thermofisher.com/us/en/home.html,thermo,7/17/23,464,1248,0.8
https://www.thermofisher.com/allergy/jp/ja/allergy-causes/food-allergies/meat-allergy.html,肉アレルギー 原因,8/22/23,462,1330,0
https://www.thermofisher.com/us/en/home.html,thermo,7/13/23,462,1259,1
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,9/28/23,462,1484,3.8
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,6/26/23,461,1673,11.2
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,9/13/23,460,1898,6.142857143
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,9/6/23,459,1929,6.714285714
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,8/21/23,458,1802,11.66666667
https://www.thermofisher.com/us/en/home.html,thermo fisher,7/3/23,458,1286,0.555555556
https://www.thermofisher.com/allergy/de/de/allergen-fact-sheets.html?allergen=alphagalsyndrome,alpha gal syndrom,7/28/23,457,4548,1096
https://www.thermofisher.com/us/en/home.html,thermo,7/25/23,454,1157,3.714285714
https://www.thermofisher.com/us/en/home.html,thermo fisher,9/4/23,453,1661,8.533333333
https://www.thermofisher.com/us/en/home.html,thermofisher,8/25/23,450,1053,1
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,8/22/23,450,1715,5.2
https://www.thermofisher.com/us/en/home.html,thermofisher,8/17/23,450,1226,1.142857143
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,9/20/23,448,1855,3.125
https://www.thermofisher.com/us/en/home.html,thermo,8/1/23,447,1299,0.666666667
https://www.thermofisher.com/us/en/home.html,thermofisher,7/21/23,447,1136,4.142857143
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,7/14/23,445,1611,32.4
https://www.thermofisher.com/us/en/home.html,thermo,6/28/23,445,1180,2.25
https://www.thermofisher.com/us/en/home.html,thermofisher,7/28/23,444,1083,2.166666667
https://www.thermofisher.com/us/en/home.html,thermo,6/21/23,443,1004,0
https://www.thermofisher.com/us/en/home.html,thermo,6/29/23,438,992,0
https://www.thermofisher.com/us/en/home.html,thermo,7/26/23,437,1112,2.5
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,8/29/23,435,1607,3.5
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,6/22/23,431,1616,14
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,8/17/23,431,1583,9.2
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,7/7/23,429,1501,20.25
https://www.thermofisher.com/order/catalog/product/de/de/XXXXXXXX,xxxxxxxx,10/8/23,427,7564,13773.5
https://www.thermofisher.com/us/en/home.html,thermofisher,8/11/23,426,1174,1.25
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,8/23/23,424,1691,4.4
https://www.thermofisher.com/us/en/home.html,thermofisher,6/30/23,422,963,0.75
https://www.thermofisher.com/us/en/home.html,thermofisher,9/1/23,422,1056,1.625
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,8/10/23,417,1532,5.6
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,10/6/23,413,1260,2.5
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,8/18/23,411,1430,16.25
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,7/3/23,401,1384,6.714285714
https://www.thermofisher.com/us/en/home.html,thermo,7/24/23,401,888,0.8
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,8/7/23,400,1545,9.666666667
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,8/24/23,399,1425,5.4
https://www.thermofisher.com/us/en/home.html,thermo,6/22/23,396,966,0
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,8/30/23,394,1402,5.25
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,9/22/23,392,1233,4.25
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,9/29/23,391,1180,3.5
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,6/23/23,389,1404,16.75
https://www.thermofisher.com/allergy/us/en/living-with-allergies/food-allergies/10-new-and-surprising-facts-about-alpha-gal-syndrome.html,alpha gal syndrome,7/31/23,386,6845,128
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,9/15/23,385,1476,6.428571429
https://www.thermofisher.com/us/en/home.html,thermo,8/2/23,381,1050,0.333333333
https://www.thermofisher.com/us/en/home.html,thermofisher,7/3/23,378,1044,0.454545455
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,7/21/23,376,1424,8.666666667
https://www.thermofisher.com/us/en/home.html,thermofisher,8/18/23,374,1032,2
https://www.thermofisher.com/us/en/home.html,thermofisher,7/14/23,373,1066,0.6
https://www.thermofisher.com/us/en/home.html,thermo,7/31/23,370,862,1
https://www.thermofisher.com/allergy/de/de/allergen-fact-sheets.html?allergen=alphagalsyndrome,alpha gal syndrom,7/31/23,367,3011,504.75
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,9/8/23,365,1344,3.2
https://www.thermofisher.com/us/en/home.html,thermo,8/3/23,359,1153,4.2
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,8/11/23,354,1410,6
https://www.thermofisher.com/us/en/home.html,thermo,7/14/23,352,930,0.75
https://www.thermofisher.com/allergy/us/en/living-with-allergies/food-allergies/10-new-and-surprising-facts-about-alpha-gal-syndrome.html,alpha gal syndrome,7/27/23,351,15515,5702
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,8/25/23,351,1274,13.6
https://www.thermofisher.com/allergy/de/de/allergen-fact-sheets.html?allergen=alphagalsyndrome,alpha gal syndrom,7/30/23,347,3559,1177
https://www.thermofisher.com/us/en/home.html,thermo,7/20/23,346,983,0
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,7/28/23,345,1323,11.4
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,8/4/23,344,1509,8
https://www.thermofisher.com/us/en/home.html,thermofisher,8/4/23,344,991,10.25
https://www.thermofisher.com/us/en/home.html,thermo,7/7/23,343,845,0
https://www.thermofisher.com/allergy/it/it/allergen-fact-sheets.html?allergen=alphagalsyndrome,alpha gal,7/29/23,340,974,45
https://www.thermofisher.com/us/en/home.html,thermo,7/27/23,339,834,1.666666667
https://www.thermofisher.com/us/en/home.html,thermo scientific,8/16/23,319,836,0.142857143
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,9/1/23,317,1116,8.666666667
https://www.thermofisher.com/us/en/home.html,thermo,6/30/23,317,823,0.666666667
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,6/30/23,315,1193,13.33333333
https://www.thermofisher.com/us/en/home.html,thermo,6/23/23,303,778,0
https://www.thermofisher.com/us/en/home.html,thermo scientific,9/20/23,297,693,1.666666667
https://www.thermofisher.com/us/en/home.html,thermo scientific,7/6/23,292,681,0
https://www.thermofisher.com/us/en/home.html,thermo scientific,9/12/23,290,679,1.8
https://www.thermofisher.com/us/en/home.html,thermo scientific,7/19/23,289,631,0.2
https://www.thermofisher.com/allergy/jp/ja/allergy-causes/food-allergies/meat-allergy.html,肉アレルギー 原因,9/3/23,286,755,0
https://www.thermofisher.com/us/en/home.html,thermo scientific,7/5/23,284,585,0
https://www.thermofisher.com/us/en/home.html,thermo scientific,7/18/23,283,591,0
https://www.thermofisher.com/us/en/home.html,thermo scientific,8/22/23,278,687,0.25
https://www.thermofisher.com/us/en/home.html,thermo fisher,7/4/23,275,792,1.285714286
https://www.thermofisher.com/us/en/home.html,thermo scientific,7/25/23,271,636,0.2
https://www.thermofisher.com/us/en/home.html,thermo scientific,7/11/23,267,554,0
https://www.thermofisher.com/us/en/home.html,thermofisher,7/4/23,265,697,1.2
https://www.thermofisher.com/us/en/home.html,thermo,7/21/23,263,616,1.5
https://www.thermofisher.com/us/en/home.html,thermo scientific,10/4/23,263,582,0.666666667
https://www.thermofisher.com/us/en/home.html,thermo scientific,8/1/23,263,613,0.5
https://www.thermofisher.com/us/en/home.html,thermo scientific,10/3/23,262,560,0
https://www.thermofisher.com/us/en/home.html,thermo scientific,8/15/23,261,638,0
https://www.thermofisher.com/us/en/home.html,thermo scientific,9/27/23,260,589,1.75
https://www.thermofisher.com/us/en/home.html,thermo scientific,8/8/23,258,670,1.5
https://www.thermofisher.com/us/en/home.html,thermo scientific,7/20/23,257,567,0.6
https://www.thermofisher.com/us/en/home.html,thermo scientific,8/24/23,257,593,0
https://www.thermofisher.com/allergy/de/de/allergen-fact-sheets.html?allergen=alphagalsyndrome,alpha gal syndrom,8/2/23,256,1081,36.33333333
https://www.thermofisher.com/us/en/home.html,thermo scientific,9/26/23,254,619,2
https://www.thermofisher.com/us/en/home.html,thermo scientific,6/27/23,254,568,0.333333333
https://www.thermofisher.com/us/en/home.html,thermo scientific,6/21/23,253,562,0.25
https://www.thermofisher.com/allergy/de/de/allergen-fact-sheets.html?allergen=alphagalsyndrome,alpha gal syndrom,8/1/23,246,1479,52.33333333
https://www.thermofisher.com/us/en/home.html,thermo scientific,9/18/23,245,635,7
https://www.thermofisher.com/us/en/home.html,thermo scientific,10/5/23,243,539,0
https://www.thermofisher.com/order/catalog/product/XXXXXXXXXXXXXXXX,xxxxxxxxxxxxxxxx,9/30/23,242,2328,18074.5
https://www.thermofisher.com/us/en/home.html,thermo scientific,7/26/23,242,556,0
https://www.thermofisher.com/order/catalog/product/XXXXXXXXXXXXXXXX,xxxxxxxxxxxxxxxx,10/7/23,240,2684,18504.5
https://www.thermofisher.com/us/en/home.html,thermo scientific,6/26/23,240,537,0
https://www.thermofisher.com/us/en/home.html,thermo scientific,6/29/23,237,509,0
https://www.thermofisher.com/us/en/home.html,thermo scientific,9/25/23,236,582,0
https://www.thermofisher.com/us/en/home.html,thermo scientific,9/19/23,236,578,0
https://www.thermofisher.com/us/en/home.html,thermo scientific,7/24/23,236,609,0.6
https://www.thermofisher.com/us/en/home.html,thermo scientific,9/21/23,235,630,1.75
https://www.thermofisher.com/us/en/home.html,thermo scientific,6/28/23,234,523,0
https://www.thermofisher.com/us/en/home.html,thermo scientific,9/11/23,232,597,0.5
https://www.thermofisher.com/us/en/home.html,thermo scientific,6/22/23,231,523,0
https://www.thermofisher.com/us/en/home.html,thermo scientific,8/31/23,229,597,0
https://www.thermofisher.com/us/en/home.html,thermo fisher scientific,7/4/23,227,889,5.4
https://www.thermofisher.com/order/catalog/product/XXXXXXXXXXXXXXXX,xxxxxxxxxxxxxxxx,10/3/23,224,2284,9085
